clients number,round,training_loss,training_accuracy
1,0,1.3668452501296997,0.5
1,1,0.05741233378648758,1.0
1,2,0.023510541766881943,1.0
1,3,0.014839543029665947,1.0
1,4,0.010533897206187248,1.0
1,5,0.007886713370680809,1.0
1,6,0.006324393674731255,1.0
1,7,0.005211339797824621,1.0
1,8,0.004364786669611931,1.0
1,9,0.003746944945305586,1.0
1,10,0.0032296334393322468,1.0
