clients number,round,training_loss,training_accuracy
2,0,0.42384058237075806,1.0
2,1,0.05967533215880394,1.0
2,2,0.01247517392039299,1.0
2,3,0.015174752101302147,1.0
2,4,0.015918035060167313,1.0
2,5,0.01522716972976923,1.0
2,6,0.01517882477492094,1.0
2,7,0.014434464275836945,1.0
2,8,0.012129491195082664,1.0
2,9,0.011196904815733433,1.0
2,10,0.010670914314687252,1.0
