clients number,round,training_loss,training_accuracy
4,0,1.3466060161590576,0.5
4,1,0.04665828496217728,1.0
4,2,0.037608303129673004,1.0
4,3,0.012117997743189335,1.0
4,4,0.005652544088661671,1.0
4,5,0.0035032033920288086,1.0
4,6,0.002308598719537258,1.0
4,7,0.0016486943932250142,1.0
4,8,0.0012059594737365842,1.0
4,9,0.0009141563205048442,1.0
4,10,0.0006858180277049541,1.0
