clients number,round,training_loss,training_accuracy
2,0,0.7240365147590637,0.5
2,1,0.022637922316789627,1.0
2,2,0.030834559351205826,1.0
2,3,0.024902502074837685,1.0
2,4,0.02467120811343193,1.0
2,5,0.03861056640744209,1.0
2,6,0.04244193434715271,1.0
2,7,0.038972415030002594,1.0
2,8,0.030374253168702126,1.0
2,9,0.029380187392234802,1.0
2,10,0.036105457693338394,1.0
