clients number,round,training_loss,training_accuracy
5,0,1.663143277168274,0.5
5,1,0.12163529545068741,1.0
5,2,0.014291299507021904,1.0
5,3,0.003271095920354128,1.0
5,4,0.0032148000318557024,1.0
5,5,0.002282673493027687,1.0
5,6,0.001353585161268711,1.0
5,7,0.0009810874471440911,1.0
5,8,0.0006361746927723289,1.0
5,9,0.0004641056584659964,1.0
5,10,0.00032086853752844036,1.0
