clients number,round,training_loss,training_accuracy
2,0,1.4041990041732788,0.5
2,1,0.09232952445745468,1.0
2,2,0.067587710916996,1.0
2,3,0.044616665691137314,1.0
2,4,0.03503449261188507,1.0
2,5,0.03239461034536362,1.0
2,6,0.031099701300263405,1.0
2,7,0.030934719368815422,1.0
2,8,0.03203143551945686,1.0
2,9,0.03433149307966232,1.0
2,10,0.03437136113643646,1.0
