clients number,round,training_loss,training_accuracy
2,0,0.7273276448249817,0.5
2,1,0.05635884404182434,1.0
2,2,0.05209967494010925,1.0
2,3,0.05958108976483345,1.0
2,4,0.03344561904668808,1.0
2,5,0.03350212052464485,1.0
2,6,0.03339124098420143,1.0
2,7,0.03583017736673355,1.0
2,8,0.042676784098148346,1.0
2,9,0.04814256727695465,1.0
2,10,0.053031954914331436,1.0
