clients number,round,training_loss,training_accuracy
2,0,0.7302600145339966,0.5
2,1,0.11805323511362076,1.0
2,2,0.06957262754440308,1.0
2,3,0.09445870667695999,1.0
2,4,0.11408862471580505,1.0
2,5,0.09766142815351486,1.0
2,6,0.05629139766097069,1.0
2,7,0.044919803738594055,1.0
2,8,0.048431266099214554,1.0
2,9,0.046326253563165665,1.0
2,10,0.04512111097574234,1.0
