clients number,round,training_loss,training_accuracy
2,0,0.8624899387359619,0.5
2,1,0.055092740803956985,1.0
2,2,0.0944114625453949,1.0
2,3,0.07146620750427246,1.0
2,4,0.06991684436798096,1.0
2,5,0.07219663262367249,1.0
2,6,0.05541485175490379,1.0
2,7,0.04423508048057556,1.0
2,8,0.03958992287516594,1.0
2,9,0.03961405158042908,1.0
2,10,0.03961619362235069,1.0
