clients number,round,training_loss,training_accuracy
2,0,0.7220458984375,0.5
2,1,0.06062869727611542,1.0
2,2,0.05801304429769516,1.0
2,3,0.0725962221622467,1.0
2,4,0.027557197958230972,1.0
2,5,0.0322936549782753,1.0
2,6,0.03109070286154747,1.0
2,7,0.028368212282657623,1.0
2,8,0.02808445319533348,1.0
2,9,0.029763242229819298,1.0
2,10,0.02979232370853424,1.0
