clients number,round,training_loss,training_accuracy
2,0,0.6224769949913025,0.5
2,1,0.20635782182216644,1.0
2,2,0.13333028554916382,1.0
2,3,0.10745451599359512,1.0
2,4,0.08964063972234726,1.0
2,5,0.1062997579574585,1.0
2,6,0.12279336154460907,1.0
2,7,0.1311427652835846,1.0
2,8,0.13374297320842743,1.0
2,9,0.1358807384967804,1.0
2,10,0.13515742123126984,1.0
